 ,Label,Area,XM,YM,Major,Minor,Angle
1,20220622_C33.tif:1,209,225.840,26.170,16.781,15.857,113.397
2,20220622_C33.tif:1,214,460.729,26.556,16.858,16.163,81.167
3,20220622_C33.tif:1,207,694.635,27.268,16.620,15.858,29.340
4,20220622_C33.tif:1,202,108.069,96.470,16.547,15.544,95.846
5,20220622_C33.tif:1,213,342.993,96.190,16.807,16.136,87.579
6,20220622_C33.tif:1,207,577.829,96.341,16.652,15.828,57.394
7,20220622_C33.tif:1,191,811.301,96.861,16.010,15.190,37.418
8,20220622_C33.tif:1,195,155.541,144.254,16.402,15.137,117.544
9,20220622_C33.tif:1,201,391.037,144.614,16.476,15.533,81.593
10,20220622_C33.tif:1,202,625.703,145.327,16.269,15.809,64.095
11,20220622_C33.tif:1,187,859.837,146.243,16.108,14.781,15.339
12,20220622_C33.tif:1,183,37.063,213.664,15.887,14.666,101.804
13,20220622_C33.tif:1,202,272.965,213.886,16.411,15.672,90.134
14,20220622_C33.tif:1,200,508.340,214.040,16.355,15.570,73.693
15,20220622_C33.tif:1,194,742.366,214.211,16.316,15.139,60.086
16,20220622_C33.tif:1,192,225.875,261.870,16.223,15.069,97.070
17,20220622_C33.tif:1,198,461.056,261.879,16.262,15.503,76.421
18,20220622_C33.tif:1,189,695.569,262.013,15.756,15.273,32.551
19,20220622_C33.tif:1,182,107.302,331.632,15.901,14.574,112.130
20,20220622_C33.tif:1,195,343.515,331.705,16.217,15.310,93.333
21,20220622_C33.tif:1,189,578.426,331.728,15.859,15.174,61.892
22,20220622_C33.tif:1,177,812.116,331.929,15.723,14.333,17.559
23,20220622_C33.tif:1,193,391.117,380.298,16.070,15.291,87.302
24,20220622_C33.tif:1,193,626.334,379.826,15.853,15.501,94.929
25,20220622_C33.tif:1,184,155.408,380.310,15.453,15.160,110.278
26,20220622_C33.tif:1,172,860.238,380.128,15.233,14.376,11.315
27,20220622_C33.tif:1,193,273.215,449.246,15.986,15.372,77.889
28,20220622_C33.tif:1,193,508.816,449.070,16.038,15.322,85.000
29,20220622_C33.tif:1,168,36.661,449.702,15.179,14.092,85.477
30,20220622_C33.tif:1,194,743.021,449.521,16.182,15.264,7.773
31,20220622_C33.tif:1,186,225.608,497.796,15.723,15.063,77.861
32,20220622_C33.tif:1,191,461.500,497.746,15.920,15.276,101.190
33,20220622_C33.tif:1,185,696.305,497.365,15.688,15.015,158.099
34,20220622_C33.tif:1,193,578.661,567.148,15.823,15.530,38.247
35,20220622_C33.tif:1,178,813.270,566.893,15.390,14.726,166.181
36,20220622_C33.tif:1,185,107.241,567.905,16.163,14.573,83.967
37,20220622_C33.tif:1,191,343.458,567.421,15.768,15.423,61.965
38,20220622_C33.tif:1,180,860.539,614.483,15.326,14.954,170.289
39,20220622_C33.tif:1,206,391.015,616.136,16.459,15.936,94.621
40,20220622_C33.tif:1,202,626.361,615.842,16.330,15.750,117.830
41,20220622_C33.tif:1,203,154.973,616.825,16.427,15.735,58.168
42,20220622_C33.tif:1,208,744.038,684.620,16.437,16.112,123.052
43,20220622_C33.tif:1,213,273.251,685.857,16.865,16.080,69.889
44,20220622_C33.tif:1,216,509.236,685.037,16.801,16.369,27.780
45,20220622_C33.tif:1,194,36.041,685.696,16.343,15.114,31.389
46,20220622_C33.tif:2,210,225.843,26.210,16.885,15.835,110.705
47,20220622_C33.tif:2,215,460.756,26.584,16.881,16.217,87.562
48,20220622_C33.tif:2,208,694.635,27.308,16.623,15.931,35.090
49,20220622_C33.tif:2,201,108.062,96.510,16.442,15.565,98.675
50,20220622_C33.tif:2,213,342.993,96.190,16.807,16.136,87.579
51,20220622_C33.tif:2,205,577.768,96.383,16.501,15.818,64.208
52,20220622_C33.tif:2,192,811.302,96.901,16.030,15.250,42.822
53,20220622_C33.tif:2,193,155.593,144.298,16.290,15.085,115.525
54,20220622_C33.tif:2,202,391.084,144.569,16.526,15.563,83.379
55,20220622_C33.tif:2,201,625.664,145.336,16.260,15.739,72.797
56,20220622_C33.tif:2,183,859.844,146.199,16.005,14.558,12.060
57,20220622_C33.tif:2,181,37.014,213.616,15.788,14.597,99.655
58,20220622_C33.tif:2,202,272.965,213.886,16.411,15.672,90.134
59,20220622_C33.tif:2,200,508.340,214.040,16.355,15.570,73.693
60,20220622_C33.tif:2,190,742.489,214.305,16.041,15.081,50.471
61,20220622_C33.tif:2,195,226.054,261.823,16.206,15.321,86.667
62,20220622_C33.tif:2,198,461.051,261.939,16.251,15.513,88.060
63,20220622_C33.tif:2,189,695.569,262.013,15.756,15.273,32.551
64,20220622_C33.tif:2,181,107.285,331.594,15.778,14.606,111.728
65,20220622_C33.tif:2,195,343.505,331.715,16.274,15.257,92.738
66,20220622_C33.tif:2,189,578.479,331.706,15.714,15.314,58.085
67,20220622_C33.tif:2,177,812.195,331.941,15.628,14.420,14.708
68,20220622_C33.tif:2,194,391.211,380.284,16.139,15.305,71.104
69,20220622_C33.tif:2,192,626.344,379.786,15.757,15.514,106.992
70,20220622_C33.tif:2,186,155.484,380.312,15.491,15.288,135.997
